,WordForm,LemmaCase,Frequency,Cues,Outcomes
1654,pisma,pismo_acc_Pl,55,"('#p', 'pi', 'is', 'sm', 'ma', 'a#')","('pismo', 'acc', 'Pl')"
1655,pismima,pismo_ins_Pl,7,"('#p', 'pi', 'is', 'sm', 'mi', 'im', 'ma', 'a#')","('pismo', 'ins', 'Pl')"
1656,pismima,pismo_loc_Pl,5,"('#p', 'pi', 'is', 'sm', 'mi', 'im', 'ma', 'a#')","('pismo', 'loc', 'Pl')"
1657,pitawe,pitawe_nom_Sg,331,"('#p', 'pi', 'it', 'ta', 'aw', 'we', 'e#')","('pitawe', 'nom', 'Sg')"
1658,pitawa,pitawe_gen_Sg,98,"('#p', 'pi', 'it', 'ta', 'aw', 'wa', 'a#')","('pitawe', 'gen', 'Sg')"
1659,pitawu,pitawe_dat_Sg,10,"('#p', 'pi', 'it', 'ta', 'aw', 'wu', 'u#')","('pitawe', 'dat', 'Sg')"
1660,pitawe,pitawe_acc_Sg,216,"('#p', 'pi', 'it', 'ta', 'aw', 'we', 'e#')","('pitawe', 'acc', 'Sg')"
1661,pitawem,pitawe_ins_Sg,25,"('#p', 'pi', 'it', 'ta', 'aw', 'we', 'em', 'm#')","('pitawe', 'ins', 'Sg')"
1662,pitawu,pitawe_loc_Sg,162,"('#p', 'pi', 'it', 'ta', 'aw', 'wu', 'u#')","('pitawe', 'loc', 'Sg')"
1663,pitawa,pitawe_nom_Pl,98,"('#p', 'pi', 'it', 'ta', 'aw', 'wa', 'a#')","('pitawe', 'nom', 'Pl')"
1664,pitawa,pitawe_gen_Pl,96,"('#p', 'pi', 'it', 'ta', 'aw', 'wa', 'a#')","('pitawe', 'gen', 'Pl')"
1665,pitawima,pitawe_dat_Pl,11,"('#p', 'pi', 'it', 'ta', 'aw', 'wi', 'im', 'ma', 'a#')","('pitawe', 'dat', 'Pl')"
1666,pitawa,pitawe_acc_Pl,167,"('#p', 'pi', 'it', 'ta', 'aw', 'wa', 'a#')","('pitawe', 'acc', 'Pl')"
1667,pitawima,pitawe_ins_Pl,18,"('#p', 'pi', 'it', 'ta', 'aw', 'wi', 'im', 'ma', 'a#')","('pitawe', 'ins', 'Pl')"
1668,pitawima,pitawe_loc_Pl,90,"('#p', 'pi', 'it', 'ta', 'aw', 'wi', 'im', 'ma', 'a#')","('pitawe', 'loc', 'Pl')"
1669,plan,plan_nom_Sg,108,"('#p', 'pl', 'la', 'an', 'n#')","('plan', 'nom', 'Sg')"
1670,plana,plan_gen_Sg,216,"('#p', 'pl', 'la', 'an', 'na', 'a#')","('plan', 'gen', 'Sg')"
1671,planu,plan_dat_Sg,9,"('#p', 'pl', 'la', 'an', 'nu', 'u#')","('plan', 'dat', 'Sg')"
1672,plan,plan_acc_Sg,149,"('#p', 'pl', 'la', 'an', 'n#')","('plan', 'acc', 'Sg')"
1673,planom,plan_ins_Sg,29,"('#p', 'pl', 'la', 'an', 'no', 'om', 'm#')","('plan', 'ins', 'Sg')"
1674,planu,plan_loc_Sg,96,"('#p', 'pl', 'la', 'an', 'nu', 'u#')","('plan', 'loc', 'Sg')"
1675,planovi,plan_nom_Pl,23,"('#p', 'pl', 'la', 'an', 'no', 'ov', 'vi', 'i#')","('plan', 'nom', 'Pl')"
1676,planova,plan_gen_Pl,45,"('#p', 'pl', 'la', 'an', 'no', 'ov', 'va', 'a#')","('plan', 'gen', 'Pl')"
1677,planovima,plan_dat_Pl,2,"('#p', 'pl', 'la', 'an', 'no', 'ov', 'vi', 'im', 'ma', 'a#')","('plan', 'dat', 'Pl')"
1678,planove,plan_acc_Pl,46,"('#p', 'pl', 'la', 'an', 'no', 'ov', 've', 'e#')","('plan', 'acc', 'Pl')"
1679,planovima,plan_ins_Pl,8,"('#p', 'pl', 'la', 'an', 'no', 'ov', 'vi', 'im', 'ma', 'a#')","('plan', 'ins', 'Pl')"
1680,planovima,plan_loc_Pl,11,"('#p', 'pl', 'la', 'an', 'no', 'ov', 'vi', 'im', 'ma', 'a#')","('plan', 'loc', 'Pl')"
1681,planina,planina_nom_Sg,70,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'na', 'a#')","('planina', 'nom', 'Sg')"
1682,planine,planina_gen_Sg,89,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'ne', 'e#')","('planina', 'gen', 'Sg')"
1683,planini,planina_dat_Sg,9,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'ni', 'i#')","('planina', 'dat', 'Sg')"
1684,planinu,planina_acc_Sg,48,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'nu', 'u#')","('planina', 'acc', 'Sg')"
1685,planinom,planina_ins_Sg,30,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'no', 'om', 'm#')","('planina', 'ins', 'Sg')"
1686,planini,planina_loc_Sg,79,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'ni', 'i#')","('planina', 'loc', 'Sg')"
1687,planine,planina_nom_Pl,56,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'ne', 'e#')","('planina', 'nom', 'Pl')"
1688,planina,planina_gen_Pl,99,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'na', 'a#')","('planina', 'gen', 'Pl')"
1689,planinama,planina_dat_Pl,3,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'na', 'am', 'ma', 'a#')","('planina', 'dat', 'Pl')"
1690,planine,planina_acc_Pl,46,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'ne', 'e#')","('planina', 'acc', 'Pl')"
1691,planinama,planina_ins_Pl,8,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'na', 'am', 'ma', 'a#')","('planina', 'ins', 'Pl')"
1692,planinama,planina_loc_Pl,15,"('#p', 'pl', 'la', 'an', 'ni', 'in', 'na', 'am', 'ma', 'a#')","('planina', 'loc', 'Pl')"
1693,plod,plod_nom_Sg,56,"('#p', 'pl', 'lo', 'od', 'd#')","('plod', 'nom', 'Sg')"
1694,ploda,plod_gen_Sg,41,"('#p', 'pl', 'lo', 'od', 'da', 'a#')","('plod', 'gen', 'Sg')"
1695,plodu,plod_dat_Sg,3,"('#p', 'pl', 'lo', 'od', 'du', 'u#')","('plod', 'dat', 'Sg')"
1696,plod,plod_acc_Sg,40,"('#p', 'pl', 'lo', 'od', 'd#')","('plod', 'acc', 'Sg')"
1697,plodom,plod_ins_Sg,27,"('#p', 'pl', 'lo', 'od', 'do', 'om', 'm#')","('plod', 'ins', 'Sg')"
1698,plodu,plod_loc_Sg,8,"('#p', 'pl', 'lo', 'od', 'du', 'u#')","('plod', 'loc', 'Sg')"
1699,plodovi,plod_nom_Pl,30,"('#p', 'pl', 'lo', 'od', 'do', 'ov', 'vi', 'i#')","('plod', 'nom', 'Pl')"
1700,plodova,plod_gen_Pl,17,"('#p', 'pl', 'lo', 'od', 'do', 'ov', 'va', 'a#')","('plod', 'gen', 'Pl')"
1701,plodovima,plod_dat_Pl,1,"('#p', 'pl', 'lo', 'od', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('plod', 'dat', 'Pl')"
1702,plodove,plod_acc_Pl,29,"('#p', 'pl', 'lo', 'od', 'do', 'ov', 've', 'e#')","('plod', 'acc', 'Pl')"
1703,plodovima,plod_ins_Pl,14,"('#p', 'pl', 'lo', 'od', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('plod', 'ins', 'Pl')"
1704,plodovima,plod_loc_Pl,3,"('#p', 'pl', 'lo', 'od', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('plod', 'loc', 'Pl')"
1705,pobeda,pobeda_nom_Sg,114,"('#p', 'po', 'ob', 'be', 'ed', 'da', 'a#')","('pobeda', 'nom', 'Sg')"
1706,pobede,pobeda_gen_Sg,93,"('#p', 'po', 'ob', 'be', 'ed', 'de', 'e#')","('pobeda', 'gen', 'Sg')"
1707,pobedi,pobeda_dat_Sg,18,"('#p', 'po', 'ob', 'be', 'ed', 'di', 'i#')","('pobeda', 'dat', 'Sg')"
1708,pobedu,pobeda_acc_Sg,151,"('#p', 'po', 'ob', 'be', 'ed', 'du', 'u#')","('pobeda', 'acc', 'Sg')"
1709,pobedom,pobeda_ins_Sg,62,"('#p', 'po', 'ob', 'be', 'ed', 'do', 'om', 'm#')","('pobeda', 'ins', 'Sg')"
1710,pobedi,pobeda_loc_Sg,16,"('#p', 'po', 'ob', 'be', 'ed', 'di', 'i#')","('pobeda', 'loc', 'Sg')"
1711,pobede,pobeda_nom_Pl,19,"('#p', 'po', 'ob', 'be', 'ed', 'de', 'e#')","('pobeda', 'nom', 'Pl')"
1712,pobeda,pobeda_gen_Pl,27,"('#p', 'po', 'ob', 'be', 'ed', 'da', 'a#')","('pobeda', 'gen', 'Pl')"
1713,pobedama,pobeda_dat_Pl,3,"('#p', 'po', 'ob', 'be', 'ed', 'da', 'am', 'ma', 'a#')","('pobeda', 'dat', 'Pl')"
1714,pobede,pobeda_acc_Pl,36,"('#p', 'po', 'ob', 'be', 'ed', 'de', 'e#')","('pobeda', 'acc', 'Pl')"
1715,pobedama,pobeda_ins_Pl,7,"('#p', 'po', 'ob', 'be', 'ed', 'da', 'am', 'ma', 'a#')","('pobeda', 'ins', 'Pl')"
1716,pobjedama,pobeda_loc_Pl,2,"('#p', 'po', 'ob', 'bj', 'je', 'ed', 'da', 'am', 'ma', 'a#')","('pobeda', 'loc', 'Pl')"
1717,pogled,pogled_nom_Sg,271,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'd#')","('pogled', 'nom', 'Sg')"
1718,pogleda,pogled_gen_Sg,67,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'da', 'a#')","('pogled', 'gen', 'Sg')"
1719,pogledu,pogled_dat_Sg,4,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'du', 'u#')","('pogled', 'dat', 'Sg')"
1720,pogled,pogled_acc_Sg,182,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'd#')","('pogled', 'acc', 'Sg')"
1721,pogledom,pogled_ins_Sg,111,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'do', 'om', 'm#')","('pogled', 'ins', 'Sg')"
1722,pogledu,pogled_loc_Sg,258,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'du', 'u#')","('pogled', 'loc', 'Sg')"
1723,pogledi,pogled_nom_Pl,44,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'di', 'i#')","('pogled', 'nom', 'Pl')"
1724,pogleda,pogled_gen_Pl,45,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'da', 'a#')","('pogled', 'gen', 'Pl')"
1725,pogledima,pogled_dat_Pl,4,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'di', 'im', 'ma', 'a#')","('pogled', 'dat', 'Pl')"
1726,poglede,pogled_acc_Pl,29,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'de', 'e#')","('pogled', 'acc', 'Pl')"
1727,pogledima,pogled_ins_Pl,14,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'di', 'im', 'ma', 'a#')","('pogled', 'ins', 'Pl')"
1728,pogledima,pogled_loc_Pl,10,"('#p', 'po', 'og', 'gl', 'le', 'ed', 'di', 'im', 'ma', 'a#')","('pogled', 'loc', 'Pl')"
1729,pojava,pojava_nom_Sg,44,"('#p', 'po', 'oj', 'ja', 'av', 'va', 'a#')","('pojava', 'nom', 'Sg')"
1730,pojave,pojava_gen_Sg,9,"('#p', 'po', 'oj', 'ja', 'av', 've', 'e#')","('pojava', 'gen', 'Sg')"
1731,pojavi,pojava_dat_Sg,4,"('#p', 'po', 'oj', 'ja', 'av', 'vi', 'i#')","('pojava', 'dat', 'Sg')"
1732,pojavu,pojava_acc_Sg,20,"('#p', 'po', 'oj', 'ja', 'av', 'vu', 'u#')","('pojava', 'acc', 'Sg')"
1733,pojavom,pojava_ins_Sg,9,"('#p', 'po', 'oj', 'ja', 'av', 'vo', 'om', 'm#')","('pojava', 'ins', 'Sg')"
1734,pojavi,pojava_loc_Sg,2,"('#p', 'po', 'oj', 'ja', 'av', 'vi', 'i#')","('pojava', 'loc', 'Sg')"
1735,pojave,pojava_nom_Pl,15,"('#p', 'po', 'oj', 'ja', 'av', 've', 'e#')","('pojava', 'nom', 'Pl')"
1736,pojava,pojava_gen_Pl,18,"('#p', 'po', 'oj', 'ja', 'av', 'va', 'a#')","('pojava', 'gen', 'Pl')"
1737,pojavama,pojava_dat_Pl,2,"('#p', 'po', 'oj', 'ja', 'av', 'va', 'am', 'ma', 'a#')","('pojava', 'dat', 'Pl')"
1738,pojave,pojava_acc_Pl,6,"('#p', 'po', 'oj', 'ja', 'av', 've', 'e#')","('pojava', 'acc', 'Pl')"
1739,pojavama,pojava_ins_Pl,4,"('#p', 'po', 'oj', 'ja', 'av', 'va', 'am', 'ma', 'a#')","('pojava', 'ins', 'Pl')"
1740,pojavama,pojava_loc_Pl,9,"('#p', 'po', 'oj', 'ja', 'av', 'va', 'am', 'ma', 'a#')","('pojava', 'loc', 'Pl')"
1741,pokret,pokret_nom_Sg,61,"('#p', 'po', 'ok', 'kr', 're', 'et', 't#')","('pokret', 'nom', 'Sg')"
1742,pokreta,pokret_gen_Sg,84,"('#p', 'po', 'ok', 'kr', 're', 'et', 'ta', 'a#')","('pokret', 'gen', 'Sg')"
1743,pokretu,pokret_dat_Sg,10,"('#p', 'po', 'ok', 'kr', 're', 'et', 'tu', 'u#')","('pokret', 'dat', 'Sg')"
1744,pokret,pokret_acc_Sg,42,"('#p', 'po', 'ok', 'kr', 're', 'et', 't#')","('pokret', 'acc', 'Sg')"
1745,pokretom,pokret_ins_Sg,25,"('#p', 'po', 'ok', 'kr', 're', 'et', 'to', 'om', 'm#')","('pokret', 'ins', 'Sg')"
1746,pokretu,pokret_loc_Sg,29,"('#p', 'po', 'ok', 'kr', 're', 'et', 'tu', 'u#')","('pokret', 'loc', 'Sg')"
1747,pokreti,pokret_nom_Pl,28,"('#p', 'po', 'ok', 'kr', 're', 'et', 'ti', 'i#')","('pokret', 'nom', 'Pl')"
1748,pokreta,pokret_gen_Pl,24,"('#p', 'po', 'ok', 'kr', 're', 'et', 'ta', 'a#')","('pokret', 'gen', 'Pl')"
1749,pokretima,pokret_dat_Pl,1,"('#p', 'po', 'ok', 'kr', 're', 'et', 'ti', 'im', 'ma', 'a#')","('pokret', 'dat', 'Pl')"
1750,pokrete,pokret_acc_Pl,30,"('#p', 'po', 'ok', 'kr', 're', 'et', 'te', 'e#')","('pokret', 'acc', 'Pl')"
1751,pokretima,pokret_ins_Pl,22,"('#p', 'po', 'ok', 'kr', 're', 'et', 'ti', 'im', 'ma', 'a#')","('pokret', 'ins', 'Pl')"
1752,pokretima,pokret_loc_Pl,9,"('#p', 'po', 'ok', 'kr', 're', 'et', 'ti', 'im', 'ma', 'a#')","('pokret', 'loc', 'Pl')"
1753,ponor,ponor_nom_Sg,25,"('#p', 'po', 'on', 'no', 'or', 'r#')","('ponor', 'nom', 'Sg')"
1754,ponora,ponor_gen_Sg,28,"('#p', 'po', 'on', 'no', 'or', 'ra', 'a#')","('ponor', 'gen', 'Sg')"
1755,ponoru,ponor_dat_Sg,8,"('#p', 'po', 'on', 'no', 'or', 'ru', 'u#')","('ponor', 'dat', 'Sg')"
1756,ponor,ponor_acc_Sg,49,"('#p', 'po', 'on', 'no', 'or', 'r#')","('ponor', 'acc', 'Sg')"
1757,ponorom,ponor_ins_Sg,18,"('#p', 'po', 'on', 'no', 'or', 'ro', 'om', 'm#')","('ponor', 'ins', 'Sg')"
1758,ponoru,ponor_loc_Sg,9,"('#p', 'po', 'on', 'no', 'or', 'ru', 'u#')","('ponor', 'loc', 'Sg')"
1759,ponori,ponor_nom_Pl,13,"('#p', 'po', 'on', 'no', 'or', 'ri', 'i#')","('ponor', 'nom', 'Pl')"
1760,ponora,ponor_gen_Pl,9,"('#p', 'po', 'on', 'no', 'or', 'ra', 'a#')","('ponor', 'gen', 'Pl')"
1761,ponorima,ponor_dat_Pl,1,"('#p', 'po', 'on', 'no', 'or', 'ri', 'im', 'ma', 'a#')","('ponor', 'dat', 'Pl')"
1762,ponore,ponor_acc_Pl,44,"('#p', 'po', 'on', 'no', 'or', 're', 'e#')","('ponor', 'acc', 'Pl')"
1763,ponorima,ponor_ins_Pl,7,"('#p', 'po', 'on', 'no', 'or', 'ri', 'im', 'ma', 'a#')","('ponor', 'ins', 'Pl')"
1764,ponorima,ponor_loc_Pl,2,"('#p', 'po', 'on', 'no', 'or', 'ri', 'im', 'ma', 'a#')","('ponor', 'loc', 'Pl')"
1765,poqe,poqe_nom_Sg,71,"('#p', 'po', 'oq', 'qe', 'e#')","('poqe', 'nom', 'Sg')"
1766,poqa,poqe_gen_Sg,74,"('#p', 'po', 'oq', 'qa', 'a#')","('poqe', 'gen', 'Sg')"
1767,poqu,poqe_dat_Sg,3,"('#p', 'po', 'oq', 'qu', 'u#')","('poqe', 'dat', 'Sg')"
1768,poqe,poqe_acc_Sg,107,"('#p', 'po', 'oq', 'qe', 'e#')","('poqe', 'acc', 'Sg')"
1769,poqem,poqe_ins_Sg,89,"('#p', 'po', 'oq', 'qe', 'em', 'm#')","('poqe', 'ins', 'Sg')"
1770,poqu,poqe_loc_Sg,200,"('#p', 'po', 'oq', 'qu', 'u#')","('poqe', 'loc', 'Sg')"
1771,poqa,poqe_nom_Pl,86,"('#p', 'po', 'oq', 'qa', 'a#')","('poqe', 'nom', 'Pl')"
1772,poqa,poqe_gen_Pl,93,"('#p', 'po', 'oq', 'qa', 'a#')","('poqe', 'gen', 'Pl')"
1773,poqima,poqe_dat_Pl,6,"('#p', 'po', 'oq', 'qi', 'im', 'ma', 'a#')","('poqe', 'dat', 'Pl')"
1774,poqa,poqe_acc_Pl,160,"('#p', 'po', 'oq', 'qa', 'a#')","('poqe', 'acc', 'Pl')"
1775,poqima,poqe_ins_Pl,33,"('#p', 'po', 'oq', 'qi', 'im', 'ma', 'a#')","('poqe', 'ins', 'Pl')"
1776,poqima,poqe_loc_Pl,72,"('#p', 'po', 'oq', 'qi', 'im', 'ma', 'a#')","('poqe', 'loc', 'Pl')"
1777,porodica,porodica_nom_Sg,148,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ca', 'a#')","('porodica', 'nom', 'Sg')"
1778,porodice,porodica_gen_Sg,45,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ce', 'e#')","('porodica', 'gen', 'Sg')"
1779,porodici,porodica_dat_Sg,10,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ci', 'i#')","('porodica', 'dat', 'Sg')"
1780,porodicu,porodica_acc_Sg,19,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'cu', 'u#')","('porodica', 'acc', 'Sg')"
1781,porodicom,porodica_ins_Sg,14,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'co', 'om', 'm#')","('porodica', 'ins', 'Sg')"
1782,porodici,porodica_loc_Sg,8,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ci', 'i#')","('porodica', 'loc', 'Sg')"
1783,porodice,porodica_nom_Pl,19,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ce', 'e#')","('porodica', 'nom', 'Pl')"
1784,porodica,porodica_gen_Pl,28,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ca', 'a#')","('porodica', 'gen', 'Pl')"
1785,porodicama,porodica_dat_Pl,8,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ca', 'am', 'ma', 'a#')","('porodica', 'dat', 'Pl')"
1786,porodice,porodica_acc_Pl,4,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ce', 'e#')","('porodica', 'acc', 'Pl')"
1787,porodicama,porodica_ins_Pl,4,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ca', 'am', 'ma', 'a#')","('porodica', 'ins', 'Pl')"
1788,porodicama,porodica_loc_Pl,1,"('#p', 'po', 'or', 'ro', 'od', 'di', 'ic', 'ca', 'am', 'ma', 'a#')","('porodica', 'loc', 'Pl')"
1789,posao,posao_nom_Sg,60,"('#p', 'po', 'os', 'sa', 'ao', 'o#')","('posao', 'nom', 'Sg')"
1790,posla,posao_gen_Sg,99,"('#p', 'po', 'os', 'sl', 'la', 'a#')","('posao', 'gen', 'Sg')"
1791,poslu,posao_dat_Sg,4,"('#p', 'po', 'os', 'sl', 'lu', 'u#')","('posao', 'dat', 'Sg')"
1792,posao,posao_acc_Sg,134,"('#p', 'po', 'os', 'sa', 'ao', 'o#')","('posao', 'acc', 'Sg')"
1793,poslom,posao_ins_Sg,20,"('#p', 'po', 'os', 'sl', 'lo', 'om', 'm#')","('posao', 'ins', 'Sg')"
1794,poslu,posao_loc_Sg,42,"('#p', 'po', 'os', 'sl', 'lu', 'u#')","('posao', 'loc', 'Sg')"
1795,poslovi,posao_nom_Pl,26,"('#p', 'po', 'os', 'sl', 'lo', 'ov', 'vi', 'i#')","('posao', 'nom', 'Pl')"
1796,poslova,posao_gen_Pl,426,"('#p', 'po', 'os', 'sl', 'lo', 'ov', 'va', 'a#')","('posao', 'gen', 'Pl')"
1797,poslovima,posao_dat_Pl,4,"('#p', 'po', 'os', 'sl', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('posao', 'dat', 'Pl')"
1798,poslove,posao_acc_Pl,151,"('#p', 'po', 'os', 'sl', 'lo', 'ov', 've', 'e#')","('posao', 'acc', 'Pl')"
1799,poslovima,posao_ins_Pl,5,"('#p', 'po', 'os', 'sl', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('posao', 'ins', 'Pl')"
1800,poslovima,posao_loc_Pl,28,"('#p', 'po', 'os', 'sl', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('posao', 'loc', 'Pl')"
1801,posteqa,posteqa_nom_Sg,35,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qa', 'a#')","('posteqa', 'nom', 'Sg')"
1802,posteqe,posteqa_gen_Sg,48,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qe', 'e#')","('posteqa', 'gen', 'Sg')"
1803,posteqi,posteqa_dat_Sg,2,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qi', 'i#')","('posteqa', 'dat', 'Sg')"
1804,postequ,posteqa_acc_Sg,61,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qu', 'u#')","('posteqa', 'acc', 'Sg')"
1805,posteqom,posteqa_ins_Sg,13,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qo', 'om', 'm#')","('posteqa', 'ins', 'Sg')"
1806,posteqi,posteqa_loc_Sg,53,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qi', 'i#')","('posteqa', 'loc', 'Sg')"
1807,posteqe,posteqa_nom_Pl,12,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qe', 'e#')","('posteqa', 'nom', 'Pl')"
1808,posteqa,posteqa_gen_Pl,16,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qa', 'a#')","('posteqa', 'gen', 'Pl')"
1809,posteqama,posteqa_dat_Pl,1,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qa', 'am', 'ma', 'a#')","('posteqa', 'dat', 'Pl')"
1810,posteqe,posteqa_acc_Pl,10,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qe', 'e#')","('posteqa', 'acc', 'Pl')"
1811,posteqama,posteqa_ins_Pl,3,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qa', 'am', 'ma', 'a#')","('posteqa', 'ins', 'Pl')"
1812,posteqama,posteqa_loc_Pl,4,"('#p', 'po', 'os', 'st', 'te', 'eq', 'qa', 'am', 'ma', 'a#')","('posteqa', 'loc', 'Pl')"
1813,potreba,potreba_nom_Sg,52,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'ba', 'a#')","('potreba', 'nom', 'Sg')"
1814,potrebe,potreba_gen_Sg,30,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'be', 'e#')","('potreba', 'gen', 'Sg')"
1815,potrebi,potreba_dat_Sg,1,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'bi', 'i#')","('potreba', 'dat', 'Sg')"
1816,potrebu,potreba_acc_Sg,47,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'bu', 'u#')","('potreba', 'acc', 'Sg')"
1817,potrebom,potreba_ins_Sg,3,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'bo', 'om', 'm#')","('potreba', 'ins', 'Sg')"
1818,potrebi,potreba_loc_Sg,30,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'bi', 'i#')","('potreba', 'loc', 'Sg')"
1819,potrebe,potreba_nom_Pl,25,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'be', 'e#')","('potreba', 'nom', 'Pl')"
1820,potreba,potreba_gen_Pl,30,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'ba', 'a#')","('potreba', 'gen', 'Pl')"
1821,potrebama,potreba_dat_Pl,18,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'ba', 'am', 'ma', 'a#')","('potreba', 'dat', 'Pl')"
1822,potrebe,potreba_acc_Pl,92,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'be', 'e#')","('potreba', 'acc', 'Pl')"
1823,potrebama,potreba_ins_Pl,9,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'ba', 'am', 'ma', 'a#')","('potreba', 'ins', 'Pl')"
1824,potrebama,potreba_loc_Pl,11,"('#p', 'po', 'ot', 'tr', 're', 'eb', 'ba', 'am', 'ma', 'a#')","('potreba', 'loc', 'Pl')"
1825,pravo,pravo_nom_Sg,56,"('#p', 'pr', 'ra', 'av', 'vo', 'o#')","('pravo', 'nom', 'Sg')"
1826,prava,pravo_gen_Sg,69,"('#p', 'pr', 'ra', 'av', 'va', 'a#')","('pravo', 'gen', 'Sg')"
1827,pravu,pravo_dat_Sg,2,"('#p', 'pr', 'ra', 'av', 'vu', 'u#')","('pravo', 'dat', 'Sg')"
1828,pravo,pravo_acc_Sg,220,"('#p', 'pr', 'ra', 'av', 'vo', 'o#')","('pravo', 'acc', 'Sg')"
1829,pravom,pravo_ins_Sg,36,"('#p', 'pr', 'ra', 'av', 'vo', 'om', 'm#')","('pravo', 'ins', 'Sg')"
1830,pravu,pravo_loc_Sg,23,"('#p', 'pr', 'ra', 'av', 'vu', 'u#')","('pravo', 'loc', 'Sg')"
1831,prava,pravo_nom_Pl,29,"('#p', 'pr', 'ra', 'av', 'va', 'a#')","('pravo', 'nom', 'Pl')"
1832,prava,pravo_gen_Pl,58,"('#p', 'pr', 'ra', 'av', 'va', 'a#')","('pravo', 'gen', 'Pl')"
1833,pravima,pravo_dat_Pl,1,"('#p', 'pr', 'ra', 'av', 'vi', 'im', 'ma', 'a#')","('pravo', 'dat', 'Pl')"
1834,prava,pravo_acc_Pl,58,"('#p', 'pr', 'ra', 'av', 'va', 'a#')","('pravo', 'acc', 'Pl')"
1835,pravima,pravo_ins_Pl,3,"('#p', 'pr', 'ra', 'av', 'vi', 'im', 'ma', 'a#')","('pravo', 'ins', 'Pl')"
1836,pravima,pravo_loc_Pl,13,"('#p', 'pr', 'ra', 'av', 'vi', 'im', 'ma', 'a#')","('pravo', 'loc', 'Pl')"
1837,predavawe,predavawe_nom_Sg,39,"('#p', 'pr', 're', 'ed', 'da', 'av', 'va', 'aw', 'we', 'e#')","('predavawe', 'nom', 'Sg')"
1838,predavawa,predavawe_gen_Sg,14,"('#p', 'pr', 're', 'ed', 'da', 'av', 'va', 'aw', 'wa', 'a#')","('predavawe', 'gen', 'Sg')"
